Mã đơn hàng,Ngày đặt hàng,Khu vực,Thành phố,Kênh bán hàng,Nhóm sản phẩm,Tên sản phẩm,Đơn giá (VNĐ),Số lượng,Doanh thu (VNĐ),Giảm giá (%),Thành tiền (VNĐ),Phí vận chuyển (VNĐ),Phương thức thanh toán,Giới tính KH,Tuổi KH,Đánh giá (sao),Trạng thái,Mã nhân viên
DH000897,2024-06-21,Miền Bắc,Hà Nội,Cửa hàng,Gia dụng,Bàn ủi,1196000.0,5,5980000.0,0.0,5980000.0,0.0,Ví điện tử,Nữ,30.0,5.0,Hoàn thành,NV046
DH000898,2024-09-03,Miền Nam,Bình Dương,Đại lý,Mỹ phẩm,Son môi,314000.0,3,942000.0,0.0,942000.0,37000.0,COD,Nữ,38.0,5.0,Hoàn thành,NV041
DH000899,2023-10-17,Miền Bắc,Bắc Ninh,Cửa hàng,Điện tử,Tai nghe,525000.0,4,2100000.0,0.0,2100000.0,0.0,Thẻ tín dụng,Nữ,34.0,4.0,Hoàn thành,NV001
DH000900,2023-04-13,Miền Bắc,Hải Phòng,Online,Điện tử,Điện thoại,300000.0,2,600000.0,10.0,540000.0,65000.0,Chuyển khoản,Nam,24.0,4.0,Hoàn thành,NV031
DH000901,2023-07-18,Miền Bắc,Quảng Ninh,Online,Thời trang,Túi xách,193000.0,6,1158000.0,5.0,1100000.0,51000.0,Thẻ tín dụng,Nữ,51.0,3.0,Hoàn thành,NV039
DH000902,2023-10-31,Miền Bắc,Hải Phòng,Siêu thị,Thời trang,Túi xách,495000.0,2,990000.0,15.0,842000.0,110000.0,Chuyển khoản,Nam,64.0,4.0,Hoàn thành,NV034
DH000903,2023-08-21,Miền Bắc,Quảng Ninh,Đại lý,Thời trang,Túi xách,301000.0,3,903000.0,0.0,903000.0,146000.0,Chuyển khoản,Nữ,44.0,5.0,Hoàn thành,NV010
DH000904,2024-01-05,Miền Nam,Đồng Nai,Đại lý,Thời trang,Quần jean,130000.0,2,260000.0,0.0,260000.0,86000.0,Thẻ tín dụng,Nam,35.0,5.0,Hoàn thành,NV050
DH000905,2023-07-03,Miền Trung,Đà Nẵng,Cửa hàng,Điện tử,Tai nghe,7933000.0,4,31732000.0,0.0,31732000.0,0.0,Chuyển khoản,Nữ,30.0,2.0,Đang giao,NV023
DH000906,2023-11-06,Miền Nam,Bình Dương,Đại lý,Điện tử,Loa bluetooth,15096000.0,4,60384000.0,25.0,45288000.0,0.0,Thẻ tín dụng,Nữ,34.0,5.0,Hoàn thành,NV031
DH000907,2023-01-15,Miền Nam,TP.HCM,Cửa hàng,Văn phòng phẩm,Sổ tay,13000.0,3,39000.0,0.0,39000.0,80000.0,Ví điện tử,Nữ,34.0,3.0,Trả hàng,NV020
DH000908,2024-12-26,Miền Trung,Khánh Hòa,Online,Điện tử,Laptop,2280000.0,5,11400000.0,0.0,11400000.0,0.0,COD,Nam,34.0,3.0,Đang giao,NV006
DH000909,2024-06-30,Miền Bắc,Bắc Ninh,Online,Thời trang,Đồng hồ,90000.0,2,180000.0,30.0,126000.0,112000.0,Tiền mặt,Nữ,38.0,4.0,Hoàn thành,NV043
DH000910,2023-05-10,Miền Trung,Huế,Online,Thời trang,Túi xách,215000.0,5,1075000.0,0.0,1075000.0,140000.0,Chuyển khoản,Nữ,40.0,5.0,Hoàn thành,NV040
DH000911,2023-10-08,Miền Nam,TP.HCM,Online,Văn phòng phẩm,Kẹp giấy,19000.0,4,76000.0,0.0,76000.0,125000.0,Ví điện tử,Nam,52.0,4.0,Hoàn thành,NV025
DH000912,2023-02-16,Miền Bắc,Hải Phòng,Online,Gia dụng,Nồi cơm điện,641000.0,3,1923000.0,10.0,1731000.0,121000.0,Thẻ tín dụng,Nữ,41.0,4.0,Trả hàng,NV046
DH000913,2023-02-25,Miền Nam,TP.HCM,Cửa hàng,Mỹ phẩm,Son môi,127000.0,2,254000.0,0.0,254000.0,120000.0,Tiền mặt,Nam,29.0,5.0,Hoàn thành,NV045
DH000914,2024-07-20,Miền Trung,Đà Nẵng,Online,Điện tử,Loa bluetooth,1439000.0,3,4317000.0,0.0,4317000.0,0.0,Chuyển khoản,Nam,26.0,4.0,Hoàn thành,NV048
DH000915,2023-10-27,Miền Nam,Bình Dương,Cửa hàng,Mỹ phẩm,Nước hoa,134000.0,4,536000.0,0.0,536000.0,131000.0,Ví điện tử,Nam,37.0,5.0,Hoàn thành,NV003
DH000916,2024-12-15,Miền Trung,Huế,Online,Thực phẩm,Cà phê,42000.0,5,210000.0,0.0,210000.0,63000.0,Chuyển khoản,Nam,33.0,5.0,Hoàn thành,NV014
DH000917,2023-05-10,Miền Bắc,Bắc Ninh,Cửa hàng,Thời trang,Túi xách,421000.0,2,842000.0,10.0,758000.0,97000.0,Thẻ tín dụng,Nam,49.0,4.0,Hoàn thành,NV018
DH000918,2024-10-15,Tây Nguyên,Đắk Lắk,Cửa hàng,Thực phẩm,Cà phê,15000.0,4,60000.0,20.0,48000.0,34000.0,Thẻ tín dụng,Nữ,42.0,3.0,Hoàn thành,NV029
DH000919,2024-05-17,Miền Nam,TP.HCM,,Mỹ phẩm,Sữa rửa mặt,187000.0,3,561000.0,0.0,561000.0,103000.0,COD,Nam,26.0,5.0,Hoàn thành,NV011
DH000920,2023-04-16,Miền Bắc,Hà Nội,Đại lý,Gia dụng,Máy xay sinh tố,639000.0,7,4473000.0,0.0,4473000.0,0.0,Ví điện tử,Nam,32.0,4.0,Hoàn thành,NV017
DH000921,2023-01-13,Miền Nam,Cần Thơ,Cửa hàng,Mỹ phẩm,Nước hoa,120000.0,4,480000.0,0.0,480000.0,70000.0,Chuyển khoản,Nam,27.0,4.0,Trả hàng,NV047
DH000922,2024-08-10,Miền Trung,Nghệ An,Cửa hàng,Văn phòng phẩm,Sổ tay,12000.0,9,108000.0,0.0,108000.0,84000.0,Chuyển khoản,Nữ,52.0,3.0,Hoàn thành,NV014
DH000923,2023-10-19,Miền Nam,Đồng Nai,Online,Thời trang,Túi xách,209000.0,5,1045000.0,5.0,993000.0,17000.0,Chuyển khoản,Nữ,27.0,5.0,Hoàn thành,NV010
DH000924,2024-04-25,Miền Nam,Bình Dương,Cửa hàng,Thực phẩm,Gạo ST25,38000.0,2,76000.0,5.0,72000.0,137000.0,Chuyển khoản,Nữ,22.0,5.0,Đang giao,NV038
DH000925,2024-05-05,Miền Trung,Huế,Cửa hàng,Điện tử,Điện thoại,2014000.0,3,6042000.0,0.0,6042000.0,0.0,Thẻ tín dụng,Nam,,5.0,Đang giao,NV019
DH000926,2024-03-27,Miền Bắc,Hải Phòng,Siêu thị,Mỹ phẩm,Son môi,225000.0,3,675000.0,0.0,675000.0,114000.0,Chuyển khoản,Nữ,22.0,4.0,Hoàn thành,NV023
DH000927,2023-12-15,Miền Bắc,Bắc Ninh,Đại lý,Điện tử,Laptop,161000.0,9,1449000.0,0.0,1449000.0,24000.0,Tiền mặt,Nữ,22.0,5.0,Hoàn thành,NV009
DH000928,2023-07-08,Miền Nam,Cần Thơ,Siêu thị,Mỹ phẩm,Son môi,360000.0,1,360000.0,0.0,360000.0,44000.0,Tiền mặt,Nữ,39.0,4.0,Hoàn thành,NV016
DH000929,2023-02-22,Miền Nam,TP.HCM,Online,Thời trang,Quần jean,238000.0,4,952000.0,25.0,714000.0,149000.0,Chuyển khoản,Nữ,35.0,5.0,Hoàn thành,NV048
DH000930,2023-09-16,Miền Bắc,Hải Phòng,Đại lý,Thời trang,Túi xách,1408000.0,7,9856000.0,0.0,9856000.0,0.0,Chuyển khoản,Nữ,57.0,3.0,Đang giao,NV038
DH000931,2024-05-04,Miền Bắc,Bắc Ninh,Đại lý,Điện tử,Laptop,479000.0,4,1916000.0,10.0,1724000.0,133000.0,Tiền mặt,Nữ,57.0,,Hoàn thành,NV030
DH000932,2023-04-27,Miền Nam,Bình Dương,Siêu thị,Thời trang,Giày thể thao,150000.0,1,150000.0,0.0,150000.0,107000.0,Thẻ tín dụng,Nữ,37.0,5.0,Hoàn thành,NV033
DH000933,2023-03-08,Tây Nguyên,Đắk Lắk,Đại lý,Mỹ phẩm,Serum,167000.0,3,501000.0,0.0,501000.0,124000.0,Ví điện tử,Nam,43.0,5.0,Hoàn thành,NV025
DH000934,2024-02-15,Miền Nam,Bình Dương,Siêu thị,Điện tử,Tai nghe,3284000.0,4,13136000.0,10.0,11822000.0,0.0,Chuyển khoản,Nữ,33.0,1.0,Hoàn thành,NV023
DH000935,2024-05-18,Miền Bắc,Quảng Ninh,Cửa hàng,Thực phẩm,Trà xanh,16000.0,5,80000.0,0.0,80000.0,,Ví điện tử,Nam,45.0,5.0,Hoàn thành,NV025
DH000936,2023-03-17,Miền Bắc,Hà Nội,Siêu thị,Điện tử,Laptop,740000.0,2,1480000.0,0.0,1480000.0,84000.0,Tiền mặt,Nữ,35.0,2.0,Đang giao,NV014
DH000937,2024-08-13,Miền Bắc,Bắc Ninh,Đại lý,Thời trang,Áo thun,481000.0,7,3367000.0,0.0,3367000.0,0.0,Tiền mặt,Nữ,31.0,5.0,Đang giao,NV029
DH000938,2024-10-06,Tây Nguyên,Gia Lai,Đại lý,Điện tử,Loa bluetooth,641000.0,4,2564000.0,0.0,2564000.0,0.0,Ví điện tử,Nữ,28.0,,Hoàn thành,NV041
DH000939,2024-12-03,Miền Bắc,Quảng Ninh,Online,Thời trang,Đồng hồ,898000.0,5,4490000.0,30.0,3143000.0,0.0,COD,Nam,,4.0,Trả hàng,NV011
DH000940,2023-02-24,Miền Nam,TP.HCM,Online,Mỹ phẩm,Kem chống nắng,133000.0,3,399000.0,5.0,379000.0,106000.0,Chuyển khoản,Nam,35.0,4.0,Hoàn thành,NV026
DH000941,2023-06-05,Miền Bắc,Hải Phòng,Online,Thực phẩm,Bánh tráng,29000.0,6,174000.0,0.0,174000.0,100000.0,Thẻ tín dụng,Nữ,45.0,4.0,Đang giao,NV020
DH000942,2023-06-02,Miền Nam,Bình Dương,Online,Thời trang,Túi xách,489000.0,6,2934000.0,0.0,2934000.0,0.0,Thẻ tín dụng,Nữ,35.0,3.0,Hoàn thành,NV013
DH000943,2024-07-30,Miền Nam,Bình Dương,Đại lý,Thực phẩm,Bánh tráng,131000.0,9,1179000.0,0.0,1179000.0,135000.0,Thẻ tín dụng,Nam,23.0,5.0,Đang giao,NV021
DH000944,2023-11-08,Miền Nam,Cần Thơ,Online,Điện tử,Loa bluetooth,3296000.0,5,16480000.0,0.0,16480000.0,0.0,Thẻ tín dụng,Nữ,49.0,4.0,Hoàn thành,NV028
DH000945,2023-03-29,Miền Bắc,Hải Phòng,Siêu thị,Thời trang,Áo thun,822000.0,3,2466000.0,0.0,2466000.0,0.0,Chuyển khoản,Nữ,35.0,4.0,Hoàn thành,NV019
DH000946,2023-09-12,Miền Bắc,Hà Nội,Cửa hàng,Thực phẩm,Bánh tráng,137000.0,4,548000.0,0.0,548000.0,70000.0,Tiền mặt,Nữ,44.0,5.0,Hoàn thành,NV046
DH000947,2023-05-02,Miền Bắc,Hải Phòng,Đại lý,Thời trang,Túi xách,143000.0,3,429000.0,0.0,429000.0,77000.0,Tiền mặt,Nữ,18.0,5.0,Hoàn thành,NV029
DH000948,2024-07-25,Tây Nguyên,Gia Lai,Online,Gia dụng,Máy xay sinh tố,964000.0,2,1928000.0,0.0,1928000.0,,Tiền mặt,Nam,22.0,,Hoàn thành,NV023
DH000949,2024-03-02,Miền Nam,Cần Thơ,Đại lý,Thực phẩm,Cà phê,20000.0,4,80000.0,0.0,80000.0,150000.0,Tiền mặt,Nữ,18.0,4.0,Hoàn thành,NV015
DH000950,2024-09-12,Miền Nam,Đồng Nai,Online,Gia dụng,Bàn ủi,673000.0,4,2692000.0,10.0,2423000.0,0.0,Tiền mặt,Nữ,27.0,4.0,Hoàn thành,NV041
DH000951,2024-09-02,Miền Nam,Bình Dương,Đại lý,Văn phòng phẩm,Bút bi,14000.0,106,1484000.0,15.0,1261000.0,29000.0,Tiền mặt,Nữ,43.0,1.0,Hoàn thành,NV031
DH000952,2024-09-25,Miền Nam,Cần Thơ,Online,Điện tử,Loa bluetooth,8888000.0,2,17776000.0,0.0,17776000.0,0.0,Tiền mặt,Nữ,37.0,4.0,Hoàn thành,NV017
DH000953,2023-08-20,Miền Bắc,Bắc Ninh,Cửa hàng,Thời trang,Đồng hồ,766000.0,2,1532000.0,25.0,1149000.0,51000.0,Chuyển khoản,Nữ,36.0,5.0,Hoàn thành,NV026
DH000954,2024-06-19,Tây Nguyên,Gia Lai,Online,Thời trang,Túi xách,473000.0,3,1419000.0,0.0,1419000.0,55000.0,Tiền mặt,Nam,51.0,3.0,Hoàn thành,NV044
DH000955,2024-01-25,Miền Trung,Đà Nẵng,Siêu thị,Điện tử,Tai nghe,2861000.0,3,8583000.0,5.0,8154000.0,0.0,COD,Nam,38.0,5.0,Trả hàng,NV044
DH000956,2024-04-06,Miền Trung,Đà Nẵng,Đại lý,Mỹ phẩm,Sữa rửa mặt,316000.0,2,632000.0,0.0,632000.0,33000.0,Chuyển khoản,Nam,35.0,5.0,Đang giao,NV046
DH000957,2024-03-29,Miền Nam,Đồng Nai,Đại lý,Gia dụng,Máy xay sinh tố,522000.0,1,522000.0,0.0,522000.0,94000.0,COD,Nam,20.0,3.0,Đang giao,NV008
DH000958,2023-11-01,Miền Bắc,Hà Nội,Siêu thị,Thực phẩm,Bánh tráng,48000.0,3,144000.0,0.0,144000.0,104000.0,Chuyển khoản,Nữ,45.0,5.0,Hoàn thành,NV020
DH000959,2024-08-25,Miền Bắc,Hải Phòng,Siêu thị,Thực phẩm,Trà xanh,119000.0,3,357000.0,0.0,357000.0,144000.0,Tiền mặt,Nam,58.0,5.0,Đã hủy,NV042
DH000960,2024-03-15,Miền Nam,TP.HCM,Cửa hàng,Điện tử,Laptop,13048000.0,4,52192000.0,0.0,52192000.0,0.0,Ví điện tử,Nữ,18.0,2.0,Trả hàng,NV006
DH000961,2023-11-09,Miền Bắc,Hải Phòng,Đại lý,Thực phẩm,Cà phê,46000.0,8,368000.0,0.0,368000.0,49000.0,Tiền mặt,Nữ,37.0,5.0,Hoàn thành,NV026
DH000962,2024-08-05,Miền Nam,Cần Thơ,Cửa hàng,Mỹ phẩm,Son môi,248000.0,4,992000.0,10.0,893000.0,87000.0,Tiền mặt,Nữ,30.0,4.0,Đang giao,NV048
DH000963,2024-09-27,Miền Bắc,Hải Phòng,Đại lý,Thực phẩm,Nước mắm,53000.0,3,159000.0,0.0,159000.0,41000.0,Tiền mặt,Nam,21.0,5.0,Hoàn thành,NV007
DH000964,2023-03-03,Miền Trung,Đà Nẵng,Đại lý,Thời trang,Quần jean,83000.0,1,83000.0,10.0,75000.0,78000.0,Thẻ tín dụng,Nữ,27.0,4.0,Hoàn thành,NV027
DH000965,2024-09-16,Miền Bắc,Hải Phòng,Cửa hàng,Gia dụng,Bàn ủi,395000.0,2,790000.0,0.0,790000.0,119000.0,Chuyển khoản,Nữ,29.0,,Hoàn thành,NV017
DH000966,2023-04-12,Miền Trung,Huế,Đại lý,Thời trang,Áo thun,1079000.0,2,2158000.0,0.0,2158000.0,0.0,Tiền mặt,Nữ,30.0,4.0,Hoàn thành,NV005
DH000967,2023-08-01,Miền Nam,Cần Thơ,Đại lý,Thực phẩm,Trà xanh,32000.0,5,160000.0,15.0,136000.0,119000.0,Chuyển khoản,Nữ,28.0,5.0,Hoàn thành,NV050
DH000968,2024-10-02,Miền Bắc,Hà Nội,Cửa hàng,Thực phẩm,Bánh tráng,178000.0,4,712000.0,0.0,712000.0,43000.0,COD,Nữ,35.0,5.0,Hoàn thành,NV029
DH000969,2023-08-05,Miền Nam,Đồng Nai,Online,Thực phẩm,Cà phê,101000.0,3,303000.0,10.0,273000.0,72000.0,Ví điện tử,Nữ,,5.0,Hoàn thành,NV027
DH000970,2023-09-28,Miền Trung,Khánh Hòa,Cửa hàng,Gia dụng,Máy xay sinh tố,662000.0,4,2648000.0,10.0,2383000.0,0.0,Tiền mặt,Nam,42.0,5.0,Đang giao,NV016
DH000971,2024-11-07,Miền Nam,Bình Dương,Đại lý,Mỹ phẩm,Sữa rửa mặt,331000.0,3,993000.0,30.0,695000.0,29000.0,Chuyển khoản,Nữ,27.0,,Hoàn thành,NV049
DH000972,2023-03-25,Tây Nguyên,Đắk Lắk,Siêu thị,Điện tử,Tai nghe,665000.0,3,1995000.0,0.0,1995000.0,60000.0,Thẻ tín dụng,Nữ,33.0,4.0,Đang giao,NV040
DH000973,2023-06-10,Miền Nam,Cần Thơ,Online,Văn phòng phẩm,Sổ tay,13000.0,6,78000.0,15.0,66000.0,,Tiền mặt,Nam,57.0,5.0,Hoàn thành,NV025
DH000974,2023-09-03,Miền Bắc,Hải Phòng,Siêu thị,Thực phẩm,Gạo ST25,119000.0,7,833000.0,0.0,833000.0,84000.0,Chuyển khoản,Nữ,29.0,4.0,Đang giao,NV012
DH000975,2023-06-27,Miền Bắc,Bắc Ninh,Online,Gia dụng,Máy xay sinh tố,325000.0,7,2275000.0,0.0,2275000.0,0.0,Chuyển khoản,Nam,24.0,5.0,Hoàn thành,NV011
DH000976,2024-07-19,Miền Bắc,Hải Phòng,Siêu thị,Mỹ phẩm,Kem chống nắng,520000.0,6,3120000.0,15.0,2652000.0,0.0,Tiền mặt,Nữ,22.0,1.0,Hoàn thành,NV012
DH000977,2023-03-18,Miền Nam,Cần Thơ,Online,Thực phẩm,Gạo ST25,22000.0,5,110000.0,0.0,110000.0,66000.0,Thẻ tín dụng,Nam,21.0,5.0,Đã hủy,NV023
DH000978,2023-06-10,Miền Bắc,Quảng Ninh,Cửa hàng,Mỹ phẩm,Son môi,68000.0,4,272000.0,0.0,272000.0,141000.0,COD,Nữ,25.0,,Đang giao,NV018
DH000979,2023-01-03,Miền Trung,Nghệ An,Online,Điện tử,Loa bluetooth,19586000.0,3,58758000.0,15.0,49944000.0,0.0,Thẻ tín dụng,Nữ,25.0,2.0,Hoàn thành,NV030
DH000980,2024-02-23,Miền Nam,Đồng Nai,Online,Điện tử,Máy tính bảng,1972000.0,5,9860000.0,0.0,9860000.0,0.0,COD,Nữ,,4.0,Hoàn thành,NV030
DH000981,2024-04-06,Miền Trung,Huế,Online,Gia dụng,Quạt điện,343000.0,2,686000.0,0.0,686000.0,133000.0,Thẻ tín dụng,Nam,18.0,5.0,Hoàn thành,NV005
DH000982,2024-12-06,Miền Nam,Bình Dương,Đại lý,Mỹ phẩm,Kem chống nắng,682000.0,3,2046000.0,0.0,2046000.0,0.0,Ví điện tử,Nữ,26.0,2.0,Hoàn thành,NV028
DH000983,2024-08-31,Miền Bắc,Bắc Ninh,Siêu thị,Mỹ phẩm,Son môi,614000.0,5,3070000.0,20.0,2456000.0,0.0,Ví điện tử,Nữ,49.0,5.0,Đã hủy,NV005
DH000984,2024-04-26,Miền Bắc,Hà Nội,Cửa hàng,Gia dụng,Bàn ủi,953000.0,4,3812000.0,0.0,3812000.0,0.0,Chuyển khoản,Nam,25.0,3.0,Đang giao,NV005
DH000985,2023-10-26,Miền Nam,Bình Dương,Siêu thị,Thực phẩm,Trà xanh,36000.0,4,144000.0,0.0,144000.0,36000.0,Tiền mặt,Nữ,37.0,2.0,Hoàn thành,NV019
DH000986,2023-02-03,Miền Trung,Khánh Hòa,Siêu thị,Thời trang,Túi xách,238000.0,3,714000.0,15.0,607000.0,96000.0,Tiền mặt,Nam,41.0,4.0,Đang giao,NV050
DH000987,2023-08-26,Miền Nam,Đồng Nai,Cửa hàng,Văn phòng phẩm,Giấy A4,18000.0,3,54000.0,15.0,46000.0,109000.0,COD,Nữ,18.0,5.0,Hoàn thành,NV002
DH000988,2023-10-23,Miền Trung,Huế,Đại lý,Thời trang,Đồng hồ,523000.0,3,1569000.0,0.0,1569000.0,60000.0,Chuyển khoản,Nữ,53.0,5.0,Hoàn thành,NV046
DH000989,2024-12-24,Miền Bắc,Bắc Ninh,Online,Gia dụng,Bàn ủi,350000.0,4,1400000.0,0.0,1400000.0,149000.0,Thẻ tín dụng,Nữ,18.0,3.0,Hoàn thành,NV034
DH000990,2023-10-17,Miền Nam,Đồng Nai,Đại lý,Thực phẩm,Nước mắm,55000.0,5,275000.0,0.0,275000.0,27000.0,Thẻ tín dụng,Nam,18.0,5.0,Hoàn thành,NV004
DH000991,2024-12-20,Miền Nam,Đồng Nai,Đại lý,Thực phẩm,Trà xanh,59000.0,4,236000.0,0.0,236000.0,96000.0,Thẻ tín dụng,Nữ,30.0,3.0,Hoàn thành,NV046
DH000992,2024-04-09,Miền Nam,Đồng Nai,Online,Thực phẩm,Nước mắm,108000.0,5,540000.0,0.0,540000.0,112000.0,Thẻ tín dụng,Nam,33.0,5.0,Hoàn thành,NV042
DH000993,2023-03-14,Miền Bắc,Hải Phòng,Siêu thị,Văn phòng phẩm,Giấy A4,22000.0,3,66000.0,10.0,59000.0,34000.0,Chuyển khoản,Nam,46.0,,Hoàn thành,NV023
DH000994,2024-12-04,Miền Nam,Đồng Nai,Online,Thực phẩm,Bánh tráng,20000.0,5,100000.0,0.0,100000.0,136000.0,Ví điện tử,Nam,44.0,4.0,Trả hàng,NV034
DH000995,2023-08-28,Miền Trung,Đà Nẵng,Cửa hàng,Văn phòng phẩm,Kẹp giấy,13000.0,4,52000.0,0.0,52000.0,91000.0,Tiền mặt,Nữ,27.0,,Hoàn thành,NV018
DH000996,2023-09-28,Miền Bắc,Bắc Ninh,Online,Điện tử,Tai nghe,656000.0,3,1968000.0,30.0,1378000.0,145000.0,Ví điện tử,Nữ,,3.0,Trả hàng,NV012
DH000997,2024-10-02,Tây Nguyên,Lâm Đồng,Siêu thị,Thực phẩm,Cà phê,70000.0,5,350000.0,50.0,175000.0,77000.0,Thẻ tín dụng,Nữ,48.0,5.0,Hoàn thành,NV043
DH000998,2024-08-26,Miền Bắc,Hà Nội,Đại lý,Gia dụng,Bàn ủi,954000.0,3,2862000.0,0.0,2862000.0,0.0,Tiền mặt,Nam,48.0,5.0,Hoàn thành,NV011
DH000999,2024-11-08,Tây Nguyên,Lâm Đồng,Đại lý,Gia dụng,Máy xay sinh tố,537000.0,5,2685000.0,0.0,2685000.0,0.0,Tiền mặt,Nữ,37.0,3.0,Hoàn thành,NV040
